Title,URL
"Revising the Select Query II
EasySQL (Basic)Max Score: 10Success Rate: 98.69%",https://www.hackerrank.com/challenges/revising-the-select-query-2?isFullScreen=true
"Select All
EasySQL (Basic)Max Score: 10Success Rate: 99.54%",https://www.hackerrank.com/challenges/select-all-sql?isFullScreen=true
"Select By ID
EasySQL (Basic)Max Score: 10Success Rate: 99.66%",https://www.hackerrank.com/challenges/select-by-id?isFullScreen=true
"Japanese Cities' Attributes
EasySQL (Basic)Max Score: 10Success Rate: 99.59%",https://www.hackerrank.com/challenges/japanese-cities-attributes?isFullScreen=true
"Japanese Cities' Names
EasySQL (Basic)Max Score: 10Success Rate: 99.52%",https://www.hackerrank.com/challenges/japanese-cities-name?isFullScreen=true
"Weather Observation Station 1
EasySQL (Basic)Max Score: 15Success Rate: 99.42%",https://www.hackerrank.com/challenges/weather-observation-station-1?isFullScreen=true
"Weather Observation Station 3
EasySQL (Basic)Max Score: 10Success Rate: 98.04%",https://www.hackerrank.com/challenges/weather-observation-station-3?isFullScreen=true
"Weather Observation Station 4
EasySQL (Basic)Max Score: 10Success Rate: 98.72%",https://www.hackerrank.com/challenges/weather-observation-station-4?isFullScreen=true
"Weather Observation Station 5
EasySQL (Intermediate)Max Score: 30Success Rate: 94.43%",https://www.hackerrank.com/challenges/weather-observation-station-5?isFullScreen=true
"Weather Observation Station 6
EasySQL (Basic)Max Score: 10Success Rate: 98.32%",https://www.hackerrank.com/challenges/weather-observation-station-6?isFullScreen=true
"Weather Observation Station 7
EasySQL (Basic)Max Score: 10Success Rate: 98.98%",https://www.hackerrank.com/challenges/weather-observation-station-7?isFullScreen=true
"Weather Observation Station 8
EasySQL (Basic)Max Score: 15Success Rate: 98.48%",https://www.hackerrank.com/challenges/weather-observation-station-8?isFullScreen=true
"Weather Observation Station 9
EasySQL (Basic)Max Score: 10Success Rate: 99.17%",https://www.hackerrank.com/challenges/weather-observation-station-9?isFullScreen=true
"Weather Observation Station 10
EasySQL (Basic)Max Score: 10Success Rate: 99.43%",https://www.hackerrank.com/challenges/weather-observation-station-10?isFullScreen=true
"Weather Observation Station 11
EasySQL (Basic)Max Score: 15Success Rate: 98.64%",https://www.hackerrank.com/challenges/weather-observation-station-11?isFullScreen=true
"Weather Observation Station 12
EasySQL (Basic)Max Score: 15Success Rate: 98.82%",https://www.hackerrank.com/challenges/weather-observation-station-12?isFullScreen=true
"Higher Than 75 Marks
EasySQL (Basic)Max Score: 15Success Rate: 98.98%",https://www.hackerrank.com/challenges/more-than-75-marks?isFullScreen=true
"Employee Names
EasySQL (Basic)Max Score: 10Success Rate: 99.73%",https://www.hackerrank.com/challenges/name-of-employees?isFullScreen=true
"Employee Salaries
EasySQL (Basic)Max Score: 10Success Rate: 99.64%",https://www.hackerrank.com/challenges/salary-of-employees?isFullScreen=true
"Type of Triangle
EasySQL (Basic)Max Score: 20Success Rate: 96.46%",https://www.hackerrank.com/challenges/what-type-of-triangle?isFullScreen=true
"The PADS
MediumSQL (Basic)Max Score: 30Success Rate: 93.58%",https://www.hackerrank.com/challenges/the-pads?isFullScreen=true
"Occupations
MediumMax Score: 30Success Rate: 90.89%",https://www.hackerrank.com/challenges/occupations?isFullScreen=true
"Binary Tree Nodes
MediumSQL (Intermediate)Max Score: 30Success Rate: 97.68%",https://www.hackerrank.com/challenges/binary-search-tree-1?isFullScreen=true
"New Companies
MediumSQL (Intermediate)Max Score: 30Success Rate: 96.11%",https://www.hackerrank.com/challenges/the-company?isFullScreen=true
"Revising Aggregations - The Count Function
EasySQL (Basic)Max Score: 10Success Rate: 99.47%",https://www.hackerrank.com/challenges/revising-aggregations-the-count-function?isFullScreen=true
"Revising Aggregations - The Sum Function
EasySQL (Basic)Max Score: 10Success Rate: 99.58%",https://www.hackerrank.com/challenges/revising-aggregations-sum?isFullScreen=true
"Revising Aggregations - Averages
EasySQL (Basic)Max Score: 10Success Rate: 99.77%",https://www.hackerrank.com/challenges/revising-aggregations-the-average-function?isFullScreen=true
"Average Population
EasySQL (Basic)Max Score: 10Success Rate: 99.61%",https://www.hackerrank.com/challenges/average-population?isFullScreen=true
"Japan Population
EasySQL (Basic)Max Score: 10Success Rate: 99.82%",https://www.hackerrank.com/challenges/japan-population?isFullScreen=true
"Population Density Difference
EasySQL (Basic)Max Score: 10Success Rate: 99.85%",https://www.hackerrank.com/challenges/population-density-difference?isFullScreen=true
"The Blunder
EasySQL (Basic)Max Score: 15Success Rate: 97.49%",https://www.hackerrank.com/challenges/the-blunder?isFullScreen=true
"Top Earners
EasySQL (Basic)Max Score: 20Success Rate: 98.28%",https://www.hackerrank.com/challenges/earnings-of-employees?isFullScreen=true
"Weather Observation Station 2
EasySQL (Basic)Max Score: 15Success Rate: 99.07%",https://www.hackerrank.com/challenges/weather-observation-station-2?isFullScreen=true
"Weather Observation Station 13
EasySQL (Basic)Max Score: 10Success Rate: 99.29%",https://www.hackerrank.com/challenges/weather-observation-station-13?isFullScreen=true
"Weather Observation Station 14
EasySQL (Basic)Max Score: 10Success Rate: 99.53%",https://www.hackerrank.com/challenges/weather-observation-station-14?isFullScreen=true
"Weather Observation Station 15
EasySQL (Basic)Max Score: 15Success Rate: 98.88%",https://www.hackerrank.com/challenges/weather-observation-station-15?isFullScreen=true
"Weather Observation Station 16
EasySQL (Basic)Max Score: 10Success Rate: 99.56%",https://www.hackerrank.com/challenges/weather-observation-station-16?isFullScreen=true
"Weather Observation Station 17
EasySQL (Basic)Max Score: 15Success Rate: 99.18%",https://www.hackerrank.com/challenges/weather-observation-station-17?isFullScreen=true
"Weather Observation Station 18
MediumSQL (Basic)Max Score: 25Success Rate: 98.68%",https://www.hackerrank.com/challenges/weather-observation-station-18?isFullScreen=true
"Weather Observation Station 19
MediumSQL (Basic)Max Score: 30Success Rate: 98.69%",https://www.hackerrank.com/challenges/weather-observation-station-19?isFullScreen=true
"Weather Observation Station 20
MediumSQL (Intermediate)Max Score: 40Success Rate: 95.70%",https://www.hackerrank.com/challenges/weather-observation-station-20?isFullScreen=true
"Population Census
EasySQL (Basic)Max Score: 10Success Rate: 98.70%",https://www.hackerrank.com/challenges/asian-population?isFullScreen=true
"African Cities
EasySQL (Basic)Max Score: 10Success Rate: 99.38%",https://www.hackerrank.com/challenges/african-cities?isFullScreen=true
"Average Population of Each Continent
EasySQL (Basic)Max Score: 10Success Rate: 98.27%",https://www.hackerrank.com/challenges/average-population-of-each-continent?isFullScreen=true
"The Report
MediumSQL (Intermediate)Max Score: 20Success Rate: 96.90%",https://www.hackerrank.com/challenges/the-report?isFullScreen=true
"Top Competitors
MediumSQL (Intermediate)Max Score: 30Success Rate: 96.04%",https://www.hackerrank.com/challenges/full-score?isFullScreen=true
"Ollivander's Inventory
MediumSQL (Intermediate)Max Score: 30Success Rate: 93.80%",https://www.hackerrank.com/challenges/harry-potter-and-wands?isFullScreen=true
"Challenges
MediumSQL (Intermediate)Max Score: 30Success Rate: 92.35%",https://www.hackerrank.com/challenges/challenges?isFullScreen=true
"Contest Leaderboard
MediumSQL (Intermediate)Max Score: 30Success Rate: 96.93%",https://www.hackerrank.com/challenges/contest-leaderboard?isFullScreen=true
